School,lon,lat
桃洼学校檀峪小学,116.075128,40.224227
小汤山中心小学,116.394727,40.172986
城北中心西关小学,116.221139,40.218227
桃洼学校桃洼小学,116.090666,40.227891
昌平区城关小学,116.223396,40.227724
北京市昌平第二实验小学西校区,116.328938,40.073178
昌平区七里渠中心小学,116.325712,40.114851
土楼小学,116.123034,40.186094
昌平区沙河中心西沙屯小学,116.251666,40.164505
南口铁道北小学,116.129736,40.245659
巩华中心第二小学,116.278721,40.12879
昌平区阳坊中心小学,116.145084,40.147071
昌平区阳坊中心四家庄小学,116.155734,40.165861
马池口中心小学,116.215412,40.184256
二毛学校,116.230357,40.214273
百善学校,116.319782,40.172499
史各庄中心小学,116.289895,40.100022
前锋学校(小学部),116.261895,40.225045
北京市昌平区马池口中心奤夿屯小学,116.182745,40.208517
南新村小学,116.238162,40.252983
新建村幼儿园,116.037678,40.188415
北京市昌平区天通苑小学,116.405426,40.06098
北京十一未来城学校,116.464266,40.109558
清华大学附属小学昌平学校,116.425997,40.067393
纬纬小学,116.275816,40.110217
北京市昌平区定福小学,116.266925,40.106087
流村中心南流小学,116.073684,40.16345
北京市昌平区流村中心小学,116.037676,40.188407
大辛峰小学,116.346087,40.206122
大庙小学,116.128873,40.235932
昌平第二实验小学(一二三),116.334766,40.076732
白庙小学,116.391784,40.106853
二村小学,116.00837,40.090903
北京师范大学实验小学,116.475214,40.109588
三合庄小学,116.291243,40.233189
八一古将小学,116.041612,40.197848
未来科技城第一小学,116.47538,40.110154
七里渠中心豆各庄小学,116.308607,40.113698
上念头小学,116.193743,40.196426
上苑中心小学,116.459627,40.21876
西贯市回民小学,116.147643,40.135804
城南中心旧县小学,116.189153,40.22385
城南中心邓庄小学,116.196167,40.230565
北京市昌平区汇贤学校,116.278417,40.13408
北京东方红学校,116.217231,40.236447
北京市平谷区刘家店中心小学,117.005402,40.245586
平谷区镇罗营关上小学,117.186036,40.354392
北京市平谷区镇罗营中心小学,117.137072,40.341909
北京市平谷区第七小学,117.08446,40.120288
中南海爱心小学,117.04726,40.304791
北京市平谷区中南海爱心民族小学,117.054786,40.255281
北京市平谷区马昌营中心小学,117.002222,40.118769
德翰实验小学,117.022538,40.129533
北京市平谷区第一小学,117.109636,40.137116
大峪子小学,117.049678,40.272749
平谷区第五小学,117.091817,40.138404
平谷区第一小学(南校区),117.109624,40.136313
北京市平谷区夏各庄小学,117.184234,40.134024
北京市平谷区大华山中心小学,117.073393,40.276599
峪口镇中心小学,117.0062,40.184436
东樊各庄小学,116.977651,40.191439
黄松峪中心小学,117.261346,40.232607
中桥小学,117.037681,40.177604
后北宫晓华小学,117.054873,40.255822
北京第一师范学校附属小学(平谷分校),117.07201,40.142625
北京第二外国语学院平谷附属学校,117.109697,40.10822
平谷中学教育集团附属小学,117.111497,40.13788
北京第二实验小学(平谷分校),117.102339,40.159722
东交民巷小学马坊分校,117.013059,40.063109
放光小学,117.071717,40.183601
北京市平谷区南独乐河中心小学,117.216904,40.173136
望马台小学,117.227613,40.150816
夏各庄学区,117.16355,40.123
平谷六小,117.10468,40.148299
三府庄小学,117.047199,40.146333
王各庄小学,117.005831,40.107718
平谷区第三小学,117.114317,40.135347
北京市平谷区大官庄小学,117.017835,40.14988
胡家营小学,117.022242,40.211289
北京实验学校附属小学,117.121786,40.148323
马坊镇东店小学,117.02281,40.05679
平谷区第二小学,117.128826,40.133124
熊儿寨中心小学,117.13318,40.275624
北京大宝上营小学,117.117558,40.203664
北京市平谷区大兴庄中心小学,117.068363,40.133729
北京实验学校附属小学-北实附小,117.122774,40.148092
平谷区第六小学(璟悦府校区),117.091156,40.151904
北京市平谷区北辛庄小学,117.050961,40.210051
北京区平谷区东辛撞小学,117.047122,40.304788
靠山集中心小学,117.322317,40.199979
早立庄小学,116.979947,40.054282
山东庄中心小学,117.157003,40.188015
平谷区第八小学,117.114974,40.162781
东双营小学,116.98619,40.133862
大旺务小学,117.123257,40.082528
埃森哲希望小学,117.0507,40.210072
北杨桥小学,116.988444,40.167708
周村小学,117.067915,40.133335
大兴庄学区,117.068492,40.133675
门楼庄中心校,117.051939,40.086207
上镇小学,117.114686,40.321955
峨嵋山小学,117.20704,40.207055
平谷县张辛庄小学,117.186037,40.1691
东高村镇中心小学,117.127645,40.105667
洙水小学,117.265317,40.167392
中胡家务小学,117.121503,40.186614
西沥津小学,117.162733,40.16709
密云区第三小学,116.849098,40.378936
密云第四小学,116.861874,40.382285
密云区河南寨镇中心小学,116.846196,40.336938
密云第六小学,116.819162,40.371082
密云第二小学,116.847142,40.371983
檀营满族蒙古族中心小学,116.86837,40.387692
放马峪小学,117.13502,40.60567
密云区桑园小学-喜来健希望小学,117.152812,40.578488
北京市密云区古北口镇中心小学,117.154016,40.688763
不老屯镇中心小学,116.989155,40.567852
河南寨镇提辖庄满族小学,116.880674,40.349346
北京市密云区第二小学(滨河校区),116.826782,40.387021
密云区桑园小学,117.152463,40.57826
密云区第五小学,116.841676,40.371158
密云区果园小学,116.831212,40.373078
北庄镇小学,117.176296,40.506986
朝阳区实验小学密云学校,116.838582,40.394535
巨各庄中心小学,116.95005,40.377611
台上小学,116.806622,40.299368
东白岩小学,116.913932,40.380417
溪翁庄镇中心小学,116.846988,40.469827
西田各庄镇疃里联合小学,116.743083,40.391468
高岭镇中心小学,117.106755,40.604444
转山子小学,116.922487,40.576647
西田各庄镇中心小学,116.76957,40.429492
密云区季庄小学,116.827488,40.375563
东邵渠镇中心小学,116.968323,40.295003
十里堡镇水杨红小学,116.767387,40.366261
大城子乡中心寄宿小学,117.12001,40.39324
康各庄小学,117.061536,40.355593
下营小学,116.924108,40.683455
北京市密云区新农村小学,116.886563,40.389998
郭萍小学,117.17627,40.661013
南穆家峪村老小学,116.94047,40.41791
密云第七小学,116.874791,40.374686
密云区中小学,116.821242,40.374329
密云南菜园小学,116.84516,40.365997
冯家峪镇小学,116.88187,40.624292
太子务小学,116.796548,40.421171
密云区东智小学,116.839638,40.424901
北京密云区春蕾小学,117.09301,40.522882
后栗园小学,116.897673,40.401767
穆家峪镇新农村小学,116.881994,40.387728
新城子镇中心小学,117.328993,40.6362
东庄禾小学,117.23459,40.61142
石城镇中心小学,116.81915,40.54074
穆家峪镇中心小学,116.953203,40.408992
西田各庄小学,116.766826,40.400509
太师屯镇中心小学,117.124524,40.541091
十里堡镇中心小学,116.783058,40.347296
北京市密云区高岭镇水晶石小学,117.118372,40.650439
郝家台小学,117.094182,40.647711
北京市怀柔区喇叭沟门满族乡中心小学,116.617467,40.899336
笨笨英语小幼小学部,116.640537,40.313314
怀柔区第六小学,116.643651,40.33857
怀柔区第一小学,116.636785,40.328338
怀柔三小,116.633665,40.316579
北京市怀柔区实验小学,116.638618,40.339517
北京十一学校九渡河小学,116.459602,40.360394
怀柔区第二小学,116.628888,40.325159
张各长小学,116.665874,40.309209
茶坞铁路小学,116.559065,40.281205
桃山小学,116.601846,40.265772
渤海中心小学,116.517379,40.415521
怀柔区桥梓镇中心小学,116.573971,40.291435
桥梓镇北宅小学,116.567624,40.339462
北京市怀柔区北房镇中心小学,116.69755,40.325321
渤海镇沙峪中心完小,116.474,40.413452
三渡河小学,116.554596,40.382029
北京市怀柔区第三小学,116.627163,40.333009
中关村第一小学怀柔分校,116.655626,40.361703
张各庄太平庄满族小学,116.682776,40.28297
北京市海淀区五一小学怀柔分校,116.682245,40.283605
北京市府学胡同小学怀柔分校,116.637589,40.327834
两河小学,116.659416,40.28458
黄城根小学(怀柔分校),116.638511,40.307461
朝阳区呼家楼中心小学(怀柔分校),116.649822,40.628926
北京第二实验小学怀柔分校,116.701067,40.365802
怀柔区北房镇宰相庄小学,116.706737,40.345741
怀柔区怀柔镇郭家坞小学,116.603567,40.344316
长哨营满族乡中心小学,116.745436,40.79323
怀柔区九渡河小学,116.382332,40.362384
北京市怀柔区宝山镇中心小学,116.57126,40.694746
九渡河镇黄花城小学,116.345922,40.40431
汤河口镇中心小学,116.644011,40.737036
新华营满族小学,116.12738,40.520174
西五里营小学,115.829296,40.457563
北京市延庆区第四小学,115.975742,40.447712
北京延庆第三小学,115.990508,40.462153
旧县中心小学,116.099864,40.554134
北京延庆第二小学,115.981144,40.464667
延庆区大庄科中心小学,116.23761,40.431678
王木营小学,116.11639,40.484847
延庆区沈家营中心小学,116.045486,40.484034
井庄镇中心小学,116.093989,40.467673
花盆中心小学,116.383872,40.7471
延庆区第一小学,115.971057,40.461663
南张庄中心小学,116.178969,40.49232
四海中心小学,116.418264,40.529816
延庆区第一小学(西校区),115.966599,40.460956
中国科学院附属玉泉小学(农场校区),116.048643,40.572245
延庆县国讯希望小学,116.094672,40.467979
首都师范大学延庆实验小学,115.904618,40.373617
延庆区下屯小学,115.948772,40.429797
下营小学,115.790845,40.445816
北京市延庆区八里庄中心小学广积屯完小,116.008184,40.482656
延庆千家店学校,116.344682,40.693234
司家营小学,115.997635,40.44256
小丰营中心小学,115.924921,40.421212
延庆区姚家营中心小学,115.800242,40.459594
张山营镇97.4音乐希望小学,115.87762,40.490198
延庆区西二道河中心小学,116.080547,40.406039
延庆区靳家堡中心小学,115.938739,40.516852
北京市延庆区八里庄中心小学,115.956723,40.48605
北京市延庆区刘斌堡中心小学,116.227257,40.569039
大柏老中心小学,116.071047,40.524015
莲花池小学,116.00358,40.453896
金菲光彩小学,116.500643,40.633818
延庆区大榆树中心小学,116.021219,40.433216
延庆西屯中心小学,115.948742,40.460772
太平庄中心小学,115.88946,40.416142
康庄中心小学,115.903977,40.373809
八达岭中心小学,115.971613,40.366095
